Id,SalePrice
1659,130586.83
1660,144698.2
1661,476284.1
1662,398924.97
1663,395129.06
1664,280841.66
1665,310950.16
1666,332659.1
1667,402790.56
1668,331376.25
1669,292177.34
1670,337670.3
1671,276918.16
1672,564645.25
1673,298266.34
1674,245149.6
1675,184740.9
1676,185013.52
1677,222908.4
1678,547481.4
1679,398127.2
1680,359829.22
1681,269587.72
1682,298384.22
1683,178489.17
1684,173947.69
1685,173726.52
1686,170278.61
1687,163949.28
1688,191153.53
1689,188429.77
1690,183396.52
1691,172519.0
1692,243182.83
1693,174166.12
1694,185600.47
1695,169360.08
1696,279132.4
1697,179330.6
1698,361123.66
1699,271625.4
1700,238168.02
1701,255636.86
1702,275677.22
1703,282830.22
1704,308444.38
1705,234455.89
1706,536628.9
1707,229649.19
1708,220729.05
1709,270886.22
1710,223176.42
1711,243083.0
1712,237419.34
1713,262168.97
1714,218050.02
1715,202620.34
1716,199433.27
1717,180379.36
1718,154543.5
1719,206251.11
1720,244180.94
1721,168019.9
1722,142478.3
1723,158402.44
1724,229272.33
1725,235807.88
1726,184331.92
1727,166153.06
1728,183182.45
1729,165632.17
1730,157003.1
1731,115891.836
1732,124268.99
1733,120995.53
1734,132457.86
1735,136090.95
1736,118935.22
1737,356265.88
1738,213887.56
1739,295651.38
1740,206533.61
1741,181878.88
1742,178738.6
1743,173907.02
1744,288332.28
1745,231556.89
1746,244243.67
1747,210585.5
1748,219970.95
1749,146737.97
1750,151146.75
1751,244728.95
1752,123738.266
1753,129051.01
1754,206989.95
1755,166388.56
1756,123316.74
1757,127394.336
1758,137417.78
1759,181974.16
1760,155254.66
1761,151634.23
1762,154305.17
1763,172554.88
1764,111656.56
1765,169803.53
1766,161397.2
1767,212875.94
1768,142574.1
1769,185869.05
1770,150082.48
1771,134550.55
1772,135359.9
1773,132784.8
1774,132730.08
1775,142181.19
1776,130014.29
1777,115993.53
1778,140243.53
1779,103211.85
1780,167107.42
1781,143870.19
1782,91306.8
1783,129675.695
1784,94370.13
1785,118272.766
1786,125125.016
1787,135477.73
1788,52235.746
1789,103770.055
1790,52431.75
1791,199618.42
1792,180376.94
1793,125255.54
1794,146815.67
1795,144537.86
1796,110349.52
1797,118084.41
1798,129832.77
1799,110252.125
1800,118572.93
1801,128335.82
1802,153066.4
1803,156643.1
1804,142159.3
1805,138925.94
1806,125160.234
1807,146832.17
1808,117455.67
1809,135221.55
1810,140582.81
1811,125337.22
1812,119436.586
1813,129175.72
1814,97383.51
1815,48504.973
1816,104190.305
1817,109542.92
1818,139574.6
1819,118947.65
1820,55440.047
1821,123284.99
1822,151134.33
1823,47561.64
1824,137840.16
1825,127091.18
1826,99052.86
1827,104900.32
1828,138462.2
1829,107090.22
1830,167553.12
1831,185014.23
1832,107552.945
1833,146383.02
1834,121733.695
1835,120133.79
1836,133581.17
1837,103277.734
1838,143123.58
1839,78963.74
1840,165750.36
1841,155071.22
1842,71174.57
1843,146907.67
1844,121487.445
1845,142769.52
1846,154353.8
1847,161844.22
1848,52312.65
1849,120119.7
1850,128348.85
1851,165414.1
1852,134459.28
1853,132942.39
1854,167532.02
1855,157362.25
1856,223764.16
1857,151815.83
1858,140324.4
1859,122431.93
1860,147755.16
1861,121583.336
1862,299937.66
1863,287300.2
1864,287300.2
1865,308495.16
1866,337646.94
1867,241118.16
1868,340109.34
1869,207053.17
1870,215038.66
1871,228781.1
1872,169468.62
1873,235173.62
1874,144837.34
1875,214307.34
1876,197427.08
1877,212929.28
1878,214902.77
1879,134785.48
1880,133831.14
1881,231485.36
1882,264104.44
1883,197288.75
1884,204712.89
1885,262018.03
1886,324639.56
1887,211513.86
1888,271302.1
1889,162064.16
1890,135221.06
1891,145917.84
1892,109440.7
1893,139689.42
1894,128989.086
1895,151744.56
1896,129699.73
1897,119535.734
1898,97605.9
1899,130450.45
1900,137632.28
1901,165705.56
1902,141707.0
1903,242208.25
1904,137996.0
1905,183012.33
1906,167813.78
1907,209550.7
1908,93604.62
1909,118189.05
1910,112448.77
1911,203243.9
1912,244221.1
1913,119406.195
1914,69263.2
1915,301696.75
1916,65315.707
1917,266286.34
1918,141196.8
1919,164742.33
1920,148479.75
1921,417278.62
1922,328937.78
1923,209201.31
1924,211959.83
1925,226205.27
1926,365412.1
1927,142801.61
1928,138861.7
1929,133165.05
1930,133672.03
1931,140138.34
1932,139458.92
1933,164470.88
1934,187087.12
1935,180238.95
1936,185951.67
1937,182136.44
1938,178439.78
1939,243993.05
1940,187229.0
1941,173906.5
1942,195650.98
1943,197083.36
1944,314495.5
1945,369351.22
1946,138536.17
1947,341683.9
1948,185417.55
1949,234408.4
1950,181597.27
1951,296417.28
1952,236166.89
1953,162081.33
1954,188540.28
1955,135848.31
1956,310469.44
1957,152972.16
1958,306496.16
1959,136162.22
1960,116412.95
1961,111650.57
1962,93453.9
1963,96614.59
1964,115269.12
1965,148594.98
1966,142205.11
1967,278630.22
1968,511294.75
1969,402842.4
1970,460271.12
1971,434741.38
1972,377735.8
1973,262526.56
1974,309855.75
1975,296379.9
1976,274415.66
1977,339125.72
1978,350488.25
1979,341479.28
1980,203320.81
1981,337796.72
1982,234020.02
1983,209118.17
1984,161674.48
1985,206948.66
1986,218308.77
1987,168554.64
1988,170133.75
1989,191332.88
1990,228514.8
1991,270740.34
1992,221921.17
1993,168685.42
1994,264884.97
1995,189603.55
1996,254538.48
1997,300661.7
1998,328439.06
1999,256844.8
2000,295762.53
2001,246072.05
2002,241858.88
2003,242531.19
2004,249486.34
2005,237585.94
2006,232931.48
2007,251082.81
2008,204274.14
2009,178706.06
2010,192063.3
2011,166481.0
2012,180657.8
2013,182784.47
2014,188619.61
2015,201778.45
2016,194080.38
2017,201960.8
2018,116389.21
2019,133155.22
2020,124155.28
2021,113289.69
2022,180869.36
2023,126435.36
2024,205728.03
2025,403311.3
2026,166192.03
2027,150672.66
2028,153460.52
2029,176281.48
2030,291193.2
2031,257719.52
2032,275001.34
2033,280856.47
2034,158892.62
2035,212769.94
2036,183892.14
2037,195708.9
2038,311520.84
2039,192583.45
2040,401037.66
2041,237545.94
2042,201793.92
2043,174517.5
2044,171981.39
2045,241409.03
2046,138400.17
2047,152597.5
2048,129344.53
2049,122784.41
2050,187948.38
2051,95959.89
2052,133773.61
2053,152623.86
2054,78714.82
2055,159381.84
2056,132023.89
2057,127956.695
2058,243444.36
2059,112674.86
2060,172442.94
2061,197611.75
2062,136791.75
2063,118736.73
2064,144596.02
2065,125473.88
2066,178211.9
2067,93690.49
2068,145016.08
2069,94560.46
2070,118767.61
2071,82557.375
2072,120632.11
2073,138910.3
2074,173777.84
2075,152462.52
2076,125138.4
2077,144975.17
2078,129807.96
2079,129823.91
2080,127901.516
2081,128365.97
2082,136788.56
2083,139771.52
2084,114753.45
2085,130779.086
2086,153551.86
2087,131402.11
2088,105258.18
2089,71386.4
2090,138129.19
2091,130092.92
2092,130781.64
2093,143507.78
2094,130344.34
2095,143320.6
2096,92281.43
2097,95575.96
2098,143482.28
2099,51174.26
2100,90313.36
2101,111725.68
2102,145916.27
2103,95129.484
2104,139094.77
2105,132085.25
2106,72096.09
2107,248546.31
2108,128089.03
2109,123220.805
2110,117936.51
2111,164239.48
2112,130955.086
2113,115549.94
2114,113889.086
2115,152507.78
2116,108601.68
2117,149579.98
2118,118172.29
2119,112105.62
2120,100659.09
2121,88159.35
2122,90704.3
2123,94540.766
2124,178333.81
2125,135860.2
2126,125660.26
2127,180264.78
2128,130113.08
2129,97307.164
2130,156027.94
2131,151858.83
2132,119975.17
2133,124258.38
2134,116008.95
2135,98557.45
2136,81444.23
2137,122024.63
2138,139975.61
2139,152144.23
2140,142078.44
2141,133144.14
2142,135348.17
2143,134937.23
2144,111152.99
2145,141307.2
2146,164077.56
2147,136788.62
2148,128113.586
2149,141580.14
2150,229185.98
2151,112625.766
2152,208074.62
2153,163043.1
2154,128222.3
2155,152370.89
2156,249549.1
2157,229949.38
2158,241347.34
2159,194333.97
2160,168112.17
2161,254351.95
2162,497647.22
2163,348960.0
2164,226152.14
2165,171106.48
2166,144837.34
2167,211780.89
2168,209434.12
2169,196540.83
2170,216548.92
2171,151051.06
2172,143745.27
2173,159882.52
2174,231313.27
2175,311316.12
2176,330186.0
2177,269872.3
2178,213677.48
2179,143270.12
2180,220661.56
2181,193568.14
2182,245206.9
2183,205134.86
2184,139943.78
2185,123163.91
2186,147326.53
2187,146872.34
2188,154564.52
2189,178881.0
2190,90295.61
2191,92206.09
2192,103078.375
2193,94954.55
2194,113683.586
2195,112822.58
2196,113835.625
2197,118091.21
2198,173161.69
2199,190282.08
2200,127140.45
2201,124465.195
2202,205348.94
2203,131373.64
2204,167164.66
2205,105642.53
2206,127764.63
2207,178618.39
2208,250242.6
2209,218038.7
2210,105319.45
2211,122124.41
2212,116535.5
2213,118419.7
2214,130965.875
2215,99529.01
2216,146116.14
2217,78734.41
2218,101383.47
2219,80083.72
2220,72965.07
2221,301696.75
2222,247100.72
2223,259660.42
2224,201152.4
2225,133416.3
2226,171200.31
2227,195780.08
2228,264495.1
2229,252976.89
2230,153386.52
2231,216003.9
2232,177117.61
2233,155969.88
2234,246960.2
2235,197962.95
2236,308448.2
2237,348264.3
2238,200004.86
2239,139435.73
2240,164877.3
2241,150264.89
2242,131351.67
2243,134102.61
2244,98374.305
2245,93978.54
2246,156660.72
2247,117324.56
2248,125575.82
2249,129018.71
2250,136584.73
2251,94193.11
2252,183518.86
2253,154937.75
2254,171120.53
2255,197142.28
2256,188829.16
2257,195104.28
2258,170574.75
2259,172489.89
2260,156555.94
2261,181965.81
2262,206480.84
2263,332589.38
2264,439161.3
2265,189081.34
2266,303121.34
2267,443155.0
2268,378768.84
2269,162732.16
2270,171722.39
2271,234246.53
2272,199090.75
2273,163355.47
2274,160344.77
2275,169074.67
2276,166233.69
2277,193444.8
2278,154971.28
2279,113219.58
2280,120848.62
2281,167499.88
2282,191384.9
2283,101732.23
2284,109669.67
2285,140828.39
2286,130663.5
2287,321811.62
2288,261640.36
2289,388108.47
2290,453291.84
2291,308560.9
2292,391985.28
2293,553190.3
2294,424444.9
2295,490006.1
2296,301890.2
2297,287962.28
2298,277501.2
2299,423073.1
2300,332549.66
2301,243549.67
2302,234881.86
2303,269367.78
2304,239412.7
2305,180074.95
2306,181364.33
2307,187551.08
2308,219843.89
2309,282564.47
2310,209270.19
2311,189873.58
2312,177590.39
2313,176875.94
2314,169984.23
2315,174985.58
2316,190927.22
2317,188525.27
2318,177759.69
2319,176311.44
2320,201309.58
2321,245685.84
2322,167790.72
2323,174597.44
2324,168361.8
2325,224259.78
2326,159000.05
2327,221374.84
2328,226866.23
2329,194786.72
2330,173030.38
2331,357035.03
2332,450216.0
2333,319512.4
2334,270915.0
2335,252949.17
2336,335888.34
2337,221637.55
2338,269849.12
2339,239525.39
2340,371542.5
2341,226665.05
2342,244259.0
2343,225829.45
2344,239757.95
2345,233113.28
2346,216809.67
2347,191113.1
2348,238754.14
2349,154188.56
2350,254882.7
2351,246174.02
2352,257748.05
2353,231634.97
2354,151424.53
2355,174907.84
2356,158447.52
2357,206490.86
2358,205899.78
2359,137695.14
2360,115242.94
2361,140722.38
2362,286693.34
2363,138270.92
2364,154900.3
2365,228617.89
2366,184600.36
2367,230082.03
2368,194052.75
2369,222547.77
2370,170819.77
2371,172601.84
2372,186575.1
2373,285706.94
2374,307403.6
2375,237673.97
2376,256400.73
2377,416859.72
2378,144648.86
2379,192869.0
2380,147835.84
2381,155394.78
2382,199120.05
2383,218644.19
2384,238497.72
2385,152521.95
2386,137003.39
2387,137716.67
2388,98602.36
2389,122001.15
2390,141795.28
2391,133397.98
2392,121934.9
2393,163978.34
2394,136291.95
2395,194626.03
2396,149329.45
2397,218220.28
2398,117161.54
2399,59164.64
2400,51604.004
2401,111702.945
2402,140276.8
2403,134969.05
2404,143441.7
2405,148893.16
2406,141818.1
2407,129714.58
2408,141498.67
2409,128667.63
2410,168569.39
2411,125763.41
2412,136713.42
2413,135244.94
2414,151811.73
2415,131646.67
2416,130684.38
2417,141639.45
2418,128240.336
2419,123280.89
2420,122851.15
2421,147953.02
2422,123302.21
2423,128792.086
2424,147243.33
2425,172402.83
2426,128537.25
2427,124117.87
2428,162126.17
2429,129498.41
2430,136930.61
2431,101187.59
2432,137582.77
2433,137784.17
2434,132818.58
2435,146078.62
2436,101500.91
2437,108076.836
2438,122340.734
2439,107399.33
2440,122088.23
2441,105625.97
2442,95664.734
2443,113343.34
2444,117394.914
2445,81508.06
2446,131009.08
2447,157964.9
2448,156225.22
2449,100650.76
2450,159394.94
2451,115524.25
2452,228662.69
2453,96144.85
2454,121394.49
2455,109378.38
2456,147396.6
2457,122480.98
2458,110540.73
2459,108247.09
2460,113465.99
2461,124607.97
2462,133473.98
2463,117032.695
2464,206955.19
2465,135057.61
2466,112221.28
2467,137008.31
2468,80725.04
2469,66965.086
2470,192701.84
2471,226170.66
2472,181727.89
2473,122775.22
2474,83267.914
2475,248310.19
2476,120562.625
2477,132383.3
2478,159032.45
2479,91286.34
2480,141919.17
2481,118455.44
2482,127487.74
2483,119136.18
2484,114991.7
2485,129693.8
2486,154359.58
2487,145388.92
2488,145293.33
2489,143188.23
2490,151557.88
2491,101828.7
2492,172391.16
2493,145823.39
2494,181620.36
2495,103859.89
2496,232856.19
2497,155191.45
2498,112429.76
2499,93277.32
2500,137807.55
2501,149600.92
2502,149205.75
2503,107703.5
2504,196360.28
2505,215745.78
2506,252681.56
2507,305558.62
2508,253106.73
2509,214827.12
2510,240692.0
2511,183073.3
2512,210143.5
2513,203376.5
2514,218808.31
2515,147508.22
2516,169241.8
2517,137122.05
2518,150970.88
2519,224683.05
2520,204038.92
2521,190348.53
2522,219389.48
2523,131595.33
2524,134368.25
2525,143616.33
2526,138033.8
2527,105429.35
2528,126565.01
2529,121105.21
2530,112108.02
2531,244307.23
2532,224982.8
2533,199318.06
2534,237885.47
2535,369070.4
2536,234280.25
2537,245163.39
2538,177123.45
2539,185548.19
2540,177609.72
2541,184815.11
2542,154911.92
2543,128860.1
2544,132266.47
2545,129967.64
2546,149465.86
2547,135730.12
2548,154129.33
2549,155366.31
2550,161953.86
2551,141294.64
2552,120183.47
2553,78013.37
2554,130380.84
2555,117622.35
2556,100168.65
2557,108057.04
2558,193341.73
2559,130874.18
2560,122083.98
2561,133490.2
2562,130108.04
2563,139111.86
2564,171933.12
2565,107354.766
2566,130653.09
2567,123514.07
2568,188522.08
2569,197065.77
2570,104648.31
2571,143117.69
2572,171939.25
2573,217224.9
2574,241781.61
2575,125462.41
2576,148229.45
2577,159771.42
2578,91567.58
2579,57425.227
2580,115882.07
2581,129597.625
2582,120144.414
2583,247865.08
2584,166275.89
2585,176525.88
2586,190554.9
2587,206168.1
2588,148213.08
2589,142768.55
2590,232262.56
2591,217040.66
2592,229569.95
2593,244901.62
2594,183188.44
2595,208009.98
2596,341580.25
2597,177987.88
2598,285728.62
2599,275625.9
2600,160544.64
2601,132791.27
2602,85651.69
2603,92388.28
2604,93378.58
2605,67902.766
2606,137359.5
2607,178185.83
2608,205064.44
2609,159443.52
2610,127020.82
2611,172170.27
2612,159003.36
2613,135120.27
2614,136136.22
2615,146653.81
2616,137115.81
2617,171397.61
2618,204233.97
2619,202227.31
2620,186126.97
2621,180543.27
2622,182634.69
2623,284227.06
2624,272280.88
2625,334954.72
2626,168832.48
2627,172650.34
2628,419840.12
2629,594939.2
2630,328513.88
2631,452684.72
2632,387359.03
2633,332043.1
2634,387395.22
2635,147463.31
2636,183117.03
2637,150490.4
2638,249654.73
2639,182762.4
2640,152907.28
2641,91449.555
2642,196151.33
2643,96848.73
2644,120130.35
2645,104379.836
2646,95322.43
2647,92498.33
2648,131497.88
2649,146803.42
2650,144660.9
2651,136278.75
2652,468191.1
2653,245164.2
2654,253422.48
2655,379568.94
2656,311193.5
2657,350262.56
2658,283969.06
2659,307221.56
2660,339002.7
2661,328437.12
2662,353231.94
2663,274522.03
2664,275534.5
2665,310814.56
2666,292035.44
2667,171508.42
2668,184467.12
2669,171512.89
2670,294246.25
2671,185066.9
2672,188857.75
2673,213322.77
2674,212566.92
2675,157816.36
2676,188730.0
2677,205258.55
2678,271810.38
2679,266712.75
2680,264190.0
2681,462235.9
2682,328288.16
2683,509932.62
2684,302336.4
2685,358850.2
2686,269041.16
2687,316439.9
2688,232408.84
2689,207281.55
2690,458522.6
2691,181887.42
2692,151310.75
2693,194160.97
2694,145233.22
2695,197393.69
2696,188345.48
2697,184798.45
2698,194604.5
2699,179113.81
2700,165421.33
2701,158752.42
2702,96753.02
2703,138889.28
2704,139735.58
2705,123134.266
2706,125771.88
2707,125348.52
2708,145177.9
2709,127924.39
2710,132171.94
2711,239759.38
2712,386122.38
2713,156604.83
2714,147429.52
2715,172508.95
2716,135253.34
2717,181627.62
2718,235620.7
2719,160619.83
2720,171098.34
2721,137878.08
2722,151345.61
2723,147019.02
2724,132202.44
2725,136933.03
2726,149247.0
2727,184124.17
2728,163586.94
2729,146641.95
2730,151456.72
2731,126418.336
2732,120632.13
2733,160790.92
2734,142248.25
2735,129331.55
2736,138724.06
2737,127908.195
2738,127947.24
2739,149331.89
2740,141401.02
2741,140284.4
2742,155321.39
2743,144638.95
2744,141139.97
2745,148527.62
2746,138121.61
2747,128469.914
2748,122093.93
2749,127822.81
2750,139206.02
2751,139017.56
2752,232004.84
2753,153500.11
2754,204162.03
2755,127677.63
2756,76440.234
2757,48472.973
2758,63746.613
2759,155398.89
2760,120354.19
2761,143614.48
2762,146581.03
2763,181141.08
2764,134027.11
2765,280623.97
2766,137817.0
2767,88239.86
2768,130428.28
2769,108987.11
2770,149652.52
2771,119074.71
2772,130049.72
2773,123880.586
2774,141242.64
2775,129198.73
2776,142233.98
2777,128975.7
2778,121574.48
2779,118603.47
2780,108768.15
2781,96491.17
2782,90172.586
2783,99111.99
2784,124852.195
2785,136938.02
2786,51437.055
2787,129115.49
2788,75887.42
2789,176586.33
2790,102134.39
2791,110418.35
2792,66450.21
2793,190555.66
2794,93417.375
2795,122645.55
2796,96653.4
2797,222614.25
2798,107616.53
2799,120382.625
2800,80942.93
2801,115257.65
2802,139917.0
2803,164249.55
2804,141928.4
2805,101009.234
2806,68416.15
2807,162226.42
2808,146786.84
2809,139916.9
2810,142714.38
2811,138293.94
2812,139777.25
2813,132152.97
2814,160514.42
2815,90104.21
2816,242664.36
2817,129659.93
2818,128435.77
2819,148454.14
2820,130140.28
2821,104916.945
2822,239798.23
2823,272904.8
2824,161923.92
2825,133550.62
2826,136312.77
2827,145788.39
2828,195037.45
2829,190466.56
2830,218471.73
2831,190261.6
2832,228640.69
2833,266323.38
2834,214436.73
2835,222706.95
2836,189665.31
2837,158934.42
2838,148187.75
2839,171237.94
2840,196437.58
2841,206904.86
2842,224505.6
2843,159449.97
2844,161237.16
2845,129708.445
2846,210030.55
2847,197502.05
2848,241490.02
2849,209101.06
2850,284877.25
2851,247148.2
2852,233939.16
2853,231466.22
2854,142342.28
2855,196197.03
2856,210937.52
2857,189556.4
2858,200809.94
2859,128978.516
2860,137700.27
2861,129407.37
2862,184581.67
2863,142449.28
2864,260777.05
2865,145917.84
2866,137234.78
2867,92707.99
2868,96370.15
2869,119910.516
2870,152929.81
2871,108106.81
2872,41575.605
2873,113757.21
2874,148219.88
2875,124961.42
2876,153205.61
2877,145673.92
2878,172263.39
2879,134596.83
2880,112949.57
2881,163172.27
2882,162974.5
2883,179495.23
2884,174943.12
2885,203254.42
2886,219382.84
2887,114841.23
2888,125023.28
2889,62417.63
2890,76279.7
2891,141554.36
2892,61708.613
2893,123944.47
2894,59608.77
2895,315229.62
2896,277005.06
2897,222491.05
2898,158825.05
2899,226601.95
2900,159999.02
2901,240228.44
2902,187514.7
2903,352363.88
2904,342993.94
2905,107480.7
2906,198593.67
2907,114779.35
2908,132023.72
2909,143208.11
2910,85462.195
2911,85651.69
2912,146880.05
2913,87839.04
2914,75581.42
2915,82909.79
2916,86785.75
2917,170721.5
2918,127309.414
2919,224367.23
